Order ID,Order Date,Region,Category,Sales,Profit
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2022-08-09,West,Technology,163.19,-282.09
bc594585-9445-48c0-8ef8-c2d6f7fd5646,2023-06-17,East,Furniture,586.61,-158.26
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2021-12-14,Central,Office Supplies,330.83,-453.53
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2021-06-25,Central,Office Supplies,1860.1,415.75
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2022-11-16,Central,Technology,1618.16,139.75
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2021-09-06,Central,Office Supplies,1270.47,-377.48
118a9d29-2f92-4996-99f1-95d014822f53,2023-05-25,South,Furniture,1744.21,-276.8
dca02eec-acda-4acc-9165-e21098543881,2022-03-09,West,Furniture,1609.31,-366.71
f10c718b-1eb0-438a-a75d-d5af3c365296,2022-11-21,South,Office Supplies,381.27,296.37
94340a03-3f07-4814-91d6-3f78e3e9de99,2022-11-05,West,Office Supplies,1786.19,-377.53
14fcdd54-9e8f-4965-8a2c-827e98326856,2022-01-11,Central,Office Supplies,1083.29,480.57
90b2b633-956b-4c0c-a849-9b926b5252e3,2023-05-13,East,Furniture,1616.81,-473.34
42c18a62-ef48-48d5-90fd-9d3f85d51695,2021-01-09,West,Technology,1793.22,-175.81
506e5a9a-b758-488d-ab73-295b344a54b8,2023-04-19,East,Technology,642.83,657.87
21813d25-6552-48a6-83ff-50113d1a85dd,2021-12-12,West,Office Supplies,229.0,434.09
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2023-05-25,West,Furniture,463.59,-405.14
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2021-02-20,East,Office Supplies,859.94,567.46
9f044aed-7552-4327-8262-7f7312922f83,2022-09-10,South,Furniture,1637.85,140.95
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2022-05-21,West,Technology,1722.85,600.82
8181a8cc-3691-47eb-89a2-688b12c136e0,2022-02-09,West,Furniture,23.83,280.96
5958a499-eeea-463e-a1e8-ac6843e42caf,2021-04-05,South,Furniture,1026.39,386.38
3e896c64-e117-4ac3-919c-4ea3e1805081,2021-08-31,East,Technology,840.65,791.55
702cdd20-2862-48b8-88f4-ef125e9953d2,2022-06-28,East,Furniture,451.99,-197.96
4d71c366-b41b-4143-8b10-550cd5704f32,2023-08-15,East,Technology,248.53,311.13
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2023-08-10,West,Furniture,681.85,98.42
aaf91531-0200-41f0-8768-a84fa76afde6,2023-05-05,South,Office Supplies,1886.39,-448.71
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2022-05-20,Central,Technology,653.17,-481.19
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2021-06-18,West,Technology,1042.39,-345.0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,2023-12-22,Central,Office Supplies,1409.01,343.82
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2023-07-27,South,Furniture,733.62,237.31
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2021-12-07,South,Furniture,1943.85,219.46
afffcfd2-341e-440b-97c7-00aab7b56ea7,2023-07-29,South,Technology,1925.27,-458.59
81627cf1-4394-42e6-9a58-7e8aa25d6b29,2021-12-16,East,Technology,511.05,110.09
e87d1c78-e7c4-41c7-8049-7b717d106c60,2021-07-17,West,Technology,999.52,702.01
a2607723-17a0-4f49-8d01-280fd89a40c0,2022-12-19,East,Technology,608.75,16.87
0b49452d-46d4-43f3-9450-281c6c6f7633,2023-12-25,East,Furniture,576.83,312.4
217d65a0-c568-41cd-9563-f61600e85ece,2021-09-03,East,Furniture,83.41,513.76
295d6fbf-430f-401d-bad4-09e2a319dcb4,2023-02-06,Central,Furniture,1223.03,519.1
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2021-10-07,Central,Office Supplies,1010.33,175.06
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2023-04-21,South,Furniture,112.44,615.34
b0e6a969-e213-42b0-b1ee-dba313432e61,2021-05-16,Central,Office Supplies,564.51,8.79
093923de-8bab-4e3b-a628-6bfbe767dcea,2021-09-06,West,Technology,1817.45,655.3
8d7248e2-951f-48d0-9e84-f058d5a804eb,2023-06-09,West,Technology,486.73,-187.7
0ab54bde-20a0-4502-ae06-809725e97977,2021-07-03,Central,Technology,298.34,-135.72
eededb07-e623-4689-9d59-cd2a4eea04e7,2022-08-26,South,Technology,984.01,-430.94
0a368ce7-dc57-4131-b8e1-daa7cbceabde,2021-12-12,West,Technology,1971.44,534.26
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2022-06-25,East,Office Supplies,491.69,42.17
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2023-10-11,Central,Furniture,1347.55,-202.15
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2021-03-16,Central,Office Supplies,1525.62,-198.67
bfddc3d9-9ee3-4c2a-b94d-62046808593f,2022-04-09,South,Furniture,482.9,671.82
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2023-05-25,Central,Office Supplies,1459.15,584.09
ccc56569-f9e8-4369-a999-b735dd56cc94,2022-10-29,Central,Technology,741.89,219.59
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,2021-04-03,South,Furniture,1268.29,300.94
ecab3301-bc8f-4d29-adea-94930658663a,2021-07-14,South,Furniture,1270.72,116.62
696608aa-ee49-4329-884a-7b28550a1b46,2022-10-31,South,Technology,1076.19,9.17
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2022-10-15,East,Furniture,189.68,690.12
28c13091-444d-410b-bf87-e362cf8d446a,2022-12-05,West,Office Supplies,1672.25,-336.7
61ee411a-1bac-47a7-b386-f7a4c991603f,2022-09-06,Central,Furniture,648.35,43.98
787f2425-dbcc-4477-89e9-db0adf465290,2023-10-01,South,Office Supplies,381.17,-52.07
eb1fa9f2-d10b-41d0-b317-347038f16a81,2022-05-30,Central,Office Supplies,91.14,147.6
d20eac17-4e20-4d1a-9983-36e375d66ed4,2021-09-24,East,Furniture,1185.88,94.92
39118497-3a43-42ba-9f0f-06cbcb9bc326,2022-12-06,South,Office Supplies,1358.35,174.56
6601ddd0-3170-4437-a8f7-ef5a060edf5b,2021-09-16,West,Furniture,43.01,-318.11
11c58ef0-dd46-4c09-8752-87aa5408f9ac,2023-05-10,East,Technology,1029.07,167.08
59e4b671-4774-4c58-85f8-bc16f7860b50,2023-09-29,South,Office Supplies,460.73,-184.86
adf4e62d-6651-429e-8268-690ba43825b5,2022-04-17,West,Technology,1293.89,-260.37
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2022-07-07,South,Technology,356.99,-415.72
e08596db-1d87-4966-8710-d430f071d879,2021-11-16,East,Technology,1384.97,491.45
94a1875d-2db6-4edb-82de-ffccf86c2ca2,2023-07-03,West,Technology,779.6,55.67
09cb3942-43f5-4a85-bbc9-f87af668a617,2023-01-31,East,Furniture,1874.09,314.64
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2022-02-16,Central,Furniture,283.67,445.87
6fb78271-504d-481f-8953-5b63ba81edd9,2023-08-27,South,Office Supplies,688.72,383.11
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2023-09-01,West,Technology,235.81,111.65
30a900ad-939b-462d-a645-f129629c2ae3,2023-06-30,West,Office Supplies,1850.14,4.27
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2022-08-04,South,Furniture,1755.91,-11.25
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,2021-02-06,East,Office Supplies,523.3,332.06
f0b5156b-b82c-4074-afd5-dea589d7fd6c,2022-12-05,West,Furniture,1323.37,143.23
3270e4fa-abae-4f43-bcae-8081bdf070aa,2021-01-01,East,Technology,1636.27,603.87
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,2023-02-25,South,Technology,1114.85,637.11
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,2023-04-29,West,Office Supplies,1064.0,-278.27
1fe771d6-d917-4793-a9d3-c2e6505cc686,2022-11-07,South,Furniture,491.29,-322.9
81d2c7de-4ce1-4b90-a669-7833b841d0a0,2022-04-14,South,Office Supplies,195.27,319.52
5380b904-688c-4015-aab9-7e494f2d4796,2021-01-05,South,Furniture,1795.46,-108.41
8dedf9fb-4bb0-4f20-b27c-40266703b636,2022-10-13,South,Technology,1801.83,-475.86
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2023-02-09,South,Furniture,1269.87,655.24
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2022-07-19,Central,Furniture,684.67,-205.03
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2022-10-04,East,Furniture,704.93,708.06
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,2021-02-03,West,Furniture,1454.65,432.66
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2021-09-21,South,Furniture,1795.25,491.45
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2021-03-11,West,Office Supplies,1775.3,-238.1
7118e364-7709-4749-927e-ecfaa79ac9aa,2023-04-28,East,Technology,1561.95,-195.55
82dc4c8e-36b5-429a-acf5-e81e71316269,2021-01-16,Central,Technology,1287.64,177.65
f5b78cc7-e6b3-4944-8b32-3e357922bac2,2023-10-31,West,Office Supplies,177.44,-276.27
a8aa7158-2b70-4525-bc67-f831cbc84759,2021-06-10,West,Technology,331.64,-102.94
a9f25336-83f4-49a9-88a6-39d015b52908,2023-05-28,South,Technology,1798.12,-82.1
17e8392a-55ce-45db-9e87-e04ca2086977,2021-09-24,East,Furniture,1216.79,-292.48
3c20592f-c04a-46c4-b3b6-3fe1d1843324,2023-07-14,Central,Office Supplies,28.3,-233.26
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2021-03-14,South,Technology,211.93,525.12
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2021-09-15,South,Furniture,1330.37,-282.65
9c7c7377-79a2-4903-bbe3-3b243eae0032,2021-10-17,West,Furniture,20.07,-463.01
74962764-12a4-4ef0-84bb-b7a9d98868dd,2021-05-01,South,Office Supplies,330.01,318.16
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2022-07-31,Central,Office Supplies,1101.98,768.78
624c69b6-b244-45a7-b7e5-848131c681ec,2022-04-10,West,Furniture,1386.87,-69.42
25c73c44-3e75-43b4-a64f-a6637e8f8095,2022-01-06,East,Office Supplies,1307.4,-345.75
e4855aa1-016b-4287-b008-05cca7f36ae9,2023-08-21,East,Furniture,456.3,241.5
e2add909-c521-4f2d-9c45-d539c03f3538,2021-02-20,East,Office Supplies,1427.24,678.26
3805f907-6cd6-4193-8746-8f591b494e15,2022-03-11,West,Technology,482.13,519.28
b227462c-f53d-4330-8dda-24ba2d06e8cf,2022-02-07,East,Furniture,657.55,309.27
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2023-04-23,West,Technology,1495.52,-90.43
1f115b76-d92c-4227-aadf-50853fcb7546,2023-06-09,South,Technology,1302.77,204.44
76f2dbfe-cd29-436f-a222-82e174daaebf,2021-02-23,East,Technology,1699.95,-381.38
8f15ba58-fce6-4504-87f8-424daae65fc1,2023-06-28,South,Technology,1318.65,382.63
c1581092-f335-4ba3-913a-7052986f9025,2021-12-16,West,Furniture,1140.93,442.62
d0a44432-9cd6-4852-b14c-7df4e4347d51,2021-09-27,West,Office Supplies,196.41,754.54
6d3ee1dc-8139-4443-a45b-712eb8225688,2021-09-01,Central,Office Supplies,741.75,-161.48
722764e6-8c41-461b-a827-a1b9d4a02e53,2022-06-26,South,Office Supplies,537.75,-476.01
dc8aee30-be60-43f7-a8be-9288e5af6e39,2021-10-26,East,Furniture,495.54,209.29
c074718e-425a-409f-b337-c59979844388,2022-01-20,Central,Furniture,1946.29,418.83
46fde062-a33d-47af-9701-410d3f4b1a70,2021-11-17,Central,Technology,792.26,527.53
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2021-09-27,South,Technology,1785.17,-248.14
709b7d97-464c-44af-bd3f-3799a07295e9,2021-01-11,West,Furniture,1265.97,-159.72
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2021-09-18,Central,Furniture,1591.67,166.37
e49d681d-51d8-4c64-95fa-1ab8458f1f19,2022-01-16,South,Technology,1010.25,-70.22
269cd696-236c-4b87-94a0-bccb8a476a87,2022-07-10,Central,Furniture,1158.04,618.66
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,2021-04-15,East,Office Supplies,990.11,115.89
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,2021-03-05,South,Technology,398.53,539.45
7746d0ba-8ae8-405b-94b4-a48268586eba,2021-08-28,East,Technology,1447.68,254.81
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,2022-08-05,Central,Technology,568.74,505.02
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2023-10-10,East,Technology,58.39,-67.53
05000bc6-b20d-4b6e-b231-1f1795863a76,2022-05-30,Central,Furniture,1294.49,580.84
9360715f-c3fe-4183-a172-b725db52ca58,2022-06-19,West,Furniture,362.45,-143.06
f1578470-0182-47c4-ba1b-58066160a6b4,2021-04-03,East,Technology,1881.51,209.93
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,2021-06-26,East,Office Supplies,1908.32,-221.79
d5f25073-f414-42b1-a442-9ebbda7b9095,2023-08-19,Central,Furniture,1830.58,118.18
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,2021-12-18,West,Furniture,746.62,-86.37
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2022-06-09,East,Office Supplies,40.76,-153.29
45df16b6-382c-443f-bcfc-9b793875394c,2022-03-17,East,Technology,1857.35,757.08
638c254c-076e-4bba-bc53-08bf6f92f25e,2022-05-26,West,Furniture,862.09,-291.9
cc530e36-addc-4e13-ab3b-4d37560c95ee,2023-11-27,West,Furniture,1933.64,523.52
d72b6108-2a40-4f12-b963-f37f67814c1f,2021-02-21,South,Office Supplies,1927.6,779.41
fb10987f-20ac-4703-ab67-146a77a6e17c,2021-12-18,Central,Technology,1707.49,-474.13
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,2022-09-21,West,Furniture,595.95,408.74
a9ba5a27-907b-4e36-9786-48f864de82e6,2023-06-22,Central,Furniture,776.34,-171.21
6db99102-a48b-4dbe-957d-94a106f028ff,2023-02-23,South,Office Supplies,1703.76,-447.37
2e85cb21-7631-4e9d-9de9-f86322bd3388,2023-05-12,West,Office Supplies,640.67,23.76
53cd6268-610c-4373-8299-9aa40cdf742b,2023-05-21,East,Technology,347.29,715.78
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,2022-03-19,Central,Technology,1118.03,-484.71
473bd358-610e-4a64-a130-1617c2dff335,2023-12-16,Central,Furniture,1872.95,264.25
6bebac31-d4f8-4d72-b382-1cfdc083b73a,2021-11-20,East,Office Supplies,1395.1,151.82
78660765-14f7-4e8d-95bc-b8d04094dded,2023-08-28,West,Office Supplies,1144.42,635.4
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,2021-10-28,South,Technology,203.38,-390.8
39669fa7-5997-4043-b3b1-025bfff9f585,2022-01-17,West,Furniture,1233.86,385.98
f510ab53-c7fe-439f-9190-f938a66fd7f7,2021-10-27,South,Furniture,1980.21,384.14
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2021-09-09,Central,Office Supplies,288.77,369.8
d6d7b3b8-3309-4d35-bf4d-f561f319c125,2022-04-03,South,Office Supplies,1041.48,725.03
3d114802-2702-478b-9f0f-da8d05379ff6,2022-01-18,East,Technology,1755.97,570.01
1d48a071-ab61-47b1-b93b-4c3220500494,2022-09-05,East,Technology,1484.13,-445.44
770c7798-37cc-463b-b2a0-345990604f62,2021-09-11,East,Technology,1397.06,112.41
5e6fea07-c453-4f1d-8199-2fdfb31022f0,2023-07-09,South,Office Supplies,1407.94,17.34
f6b751f7-9b74-4245-9b1b-c8952af43ab7,2022-10-25,Central,Furniture,725.39,-96.81
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,2021-07-25,South,Furniture,594.25,86.74
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,2021-01-12,West,Furniture,1620.63,-0.55
edcb8cb6-0692-4c63-9424-aed51bac5c15,2023-04-15,East,Furniture,1622.13,62.03
e87466d7-ad66-41bd-9367-6a024fdc6e1b,2021-02-11,Central,Office Supplies,1735.47,773.04
f1043785-658b-4523-a014-1de9f54ad0a2,2022-06-23,West,Furniture,1827.35,-384.78
9793b9b4-1374-4146-b2c5-bd89b70b3420,2023-05-27,West,Technology,1027.57,698.9
